loan_id,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number,requested_loan_amount_adjusted,combined_savings_checking,combined_loan_payment
935876,1,1.0,0.0,4978.964863845567,13,8488,4090.249173013928,0,21612.208470821264,53,0,10806.104235410632,12578.249173013928,0.0
261087,0,0.0,0.0,2967.195690748351,70,667,206.3660804800336,0,25000.0,56,2,12500.0,873.3660804800336,0.0
781281,0,0.0,1.0,13083.745153606546,60,4303,11000.721448121045,1,72040.69490273755,46,2,25214.24321595814,15303.721448121045,25214.24321595814
984159,1,1.0,0.0,11325.194633767836,70,9719,3914.7851147541255,0,44128.545189072,21,5,22064.272594536,13633.785114754126,0.0
662730,1,1.0,0.0,4308.930292641707,70,5493,5456.017503189725,0,66192.817783608,52,6,33096.408891804,10949.017503189725,0.0
971700,1,0.0,1.0,16438.2358779851,49,9802,6130.436826300597,1,36020.347451368776,42,0,12607.12160797907,15932.436826300596,12607.12160797907
877914,1,1.0,1.0,4926.193641123304,6,7789,971.3416110929272,1,36020.347451368776,35,7,12607.12160797907,8760.341611092927,12607.12160797907
264153,0,0.0,1.0,11439.04204542933,19,3062,10925.433216511554,1,21612.208470821264,51,0,7564.272964787442,13987.433216511554,7564.272964787442
549942,1,0.0,0.0,5954.941664430839,70,190,3184.6194147167976,0,25000.0,20,0,12500.0,3374.6194147167976,0.0
597742,1,1.0,0.0,8106.539330518388,28,952,11710.405598538366,0,72040.69490273755,56,9,36020.347451368776,12662.405598538366,0.0
631266,0,1.0,1.0,2093.258501316455,45,6265,11354.946406677169,1,72040.69490273755,26,6,25214.24321595814,17619.94640667717,25214.24321595814
358424,1,1.0,0.0,2437.150969389872,60,1500,2468.4666101472103,0,28816.277961095017,26,8,14408.138980547508,3968.4666101472103,0.0
265628,1,0.0,1.0,10295.028837650108,71,4628,4359.054949143036,1,13238.5635567216,43,8,4633.49724485256,8987.054949143036,4633.49724485256
397320,0,1.0,0.0,12578.02093585152,53,6388,6862.337176209245,0,108061.04235410632,52,5,54030.52117705316,13250.337176209245,0.0
575482,0,0.0,1.0,8238.674719530944,70,9148,3288.830857351233,1,22064.272594536,48,7,7722.4954080876,12436.830857351233,7722.4954080876
644256,0,1.0,1.0,8228.792663158298,60,2602,4881.392721566109,0,21612.208470821264,50,8,7564.272964787442,7483.392721566109,7564.272964787442
209501,0,0.0,1.0,12047.67014749277,60,6431,5836.689299693079,0,72040.69490273755,20,3,25214.24321595814,12267.68929969308,25214.24321595814
645235,1,1.0,0.0,6117.064233889051,60,156,9588.75854711684,1,25000.0,34,3,12500.0,9744.75854711684,0.0
189017,0,0.0,1.0,12338.791392843925,60,891,4534.5731628404255,1,21612.208470821264,27,0,7564.272964787442,5425.5731628404255,7564.272964787442
513189,1,1.0,1.0,2667.585308610423,60,748,9918.298839571493,1,25000.0,21,2,8750.0,10666.298839571493,8750.0
258958,1,0.0,1.0,15562.233580795524,60,9322,989.8551106690312,0,108061.04235410632,64,1,37821.36482393721,10311.855110669032,37821.36482393721
693078,0,1.0,0.0,9044.113228078586,86,4730,1396.5704516206924,1,66192.817783608,27,5,33096.408891804,6126.570451620692,0.0
423642,1,1.0,0.0,12950.058056043476,60,992,8774.164565768258,1,25000.0,56,8,12500.0,9766.164565768258,0.0
916333,1,1.0,1.0,1518.9316940224862,60,1500,2468.4666101472103,1,28816.277961095017,19,8,10085.697286383254,3968.4666101472103,10085.697286383254
258709,0,1.0,0.0,12824.28664188875,34,1677,2089.556985489613,0,36020.347451368776,43,5,18010.173725684388,3766.556985489613,0.0
739799,1,0.0,1.0,9689.676012186294,60,8360,9913.361906351196,1,21612.208470821264,54,7,7564.272964787442,18273.361906351194,7564.272964787442
220969,0,0.0,0.0,4005.335804619805,29,2390,8031.156116113949,1,72040.69490273755,59,5,36020.347451368776,10421.156116113949,0.0
767789,1,1.0,1.0,1653.3034076689871,70,359,1356.1199574402208,0,66192.817783608,51,7,23167.486224262797,1715.1199574402208,23167.486224262797
468903,0,1.0,1.0,15519.137082239007,60,2067,994.7920438893258,0,25000.0,29,9,8750.0,3061.7920438893257,8750.0
727576,0,1.0,0.0,11476.338650186652,92,182,5530.062475587877,1,66192.817783608,18,1,19857.8453350824,5712.062475587877,0.0
410121,0,1.0,0.0,3157.4515359773,70,2833,5133.099151342231,1,22064.272594536,48,7,11032.136297268,7966.099151342231,0.0
166437,1,1.0,0.0,4300.312432056424,91,6931,3851.709767896441,1,44128.545189072,22,8,22064.272594536,10782.709767896442,0.0
633956,1,0.0,0.0,706.0016556405258,70,5916,5027.516505515237,1,44128.545189072,31,8,22064.272594536,10943.516505515237,0.0
857363,1,0.0,0.0,5170.716351170048,70,356,2674.5318270850867,1,66192.817783608,55,9,33096.408891804,3030.5318270850867,0.0
807547,0,1.0,0.0,2985.971685701413,15,5908,4274.149935469894,0,21612.208470821264,36,4,10806.104235410632,10182.149935469894,0.0
837129,1,0.0,0.0,4752.928126518538,40,6717,1576.1159305789938,1,36020.347451368776,24,7,18010.173725684388,8293.115930578993,0.0
839690,1,0.0,1.0,7126.753628641694,8,987,7220.26483468059,0,21612.208470821264,54,0,7564.272964787442,8207.26483468059,7564.272964787442
572263,1,1.0,0.0,11986.983241362168,60,7737,3068.3039964129825,0,72040.69490273755,57,5,36020.347451368776,10805.303996412982,0.0
941161,1,0.0,0.0,4312.288416787637,60,3861,11611.666934132478,0,108061.04235410632,34,1,54030.52117705316,15472.666934132478,0.0
463268,0,1.0,0.0,12369.574606098578,45,6949,4732.050491652202,1,25000.0,30,9,12500.0,11681.050491652202,0.0
839786,1,0.0,0.0,4110.056586827474,70,5795,3742.013512491772,1,22064.272594536,37,2,11032.136297268,9537.013512491772,0.0
829280,0,1.0,0.0,12817.250478859114,56,260,2988.0788315831983,1,36020.347451368776,61,5,18010.173725684388,3248.0788315831983,0.0
386450,0,0.0,1.0,1107.3161567888303,23,8325,1698.3050277812808,0,108061.04235410632,40,5,37821.36482393721,10023.30502778128,37821.36482393721
352881,1,1.0,1.0,7699.321395178254,60,2121,8081.759681621967,1,72040.69490273755,63,3,25214.24321595814,10202.759681621967,25214.24321595814
533735,0,0.0,1.0,2384.3797466676087,28,5271,2401.818011673236,1,21612.208470821264,47,8,7564.272964787442,7672.8180116732365,7564.272964787442
713775,1,0.0,0.0,15462.847778001928,60,166,2359.854079300733,0,108061.04235410632,48,7,54030.52117705316,2525.854079300733,0.0
125712,1,0.0,1.0,12318.900250486284,70,2338,299.60789757400227,1,13238.5635567216,47,5,4633.49724485256,2637.6078975740024,4633.49724485256
134531,1,0.0,0.0,4935.868365289052,47,7934,144.4052966936118,0,21612.208470821264,44,6,10806.104235410632,8078.4052966936115,0.0
518214,1,1.0,1.0,7622.803122230972,60,4399,128.36026372765494,1,36020.347451368776,33,2,12607.12160797907,4527.360263727655,12607.12160797907
323629,1,0.0,0.0,10028.291357987486,8,381,501.0987218598837,1,36020.347451368776,55,5,18010.173725684388,882.0987218598837,0.0
351055,1,1.0,0.0,4945.5430894548,49,9349,6983.292040106458,1,72040.69490273755,57,8,36020.347451368776,16332.292040106458,0.0
865697,1,0.0,0.0,1936.366982277912,72,3645,6641.42266315643,0,25000.0,48,3,12500.0,10286.42266315643,0.0
117075,1,1.0,0.0,9402.085898544205,70,2418,2886.382720335353,1,22064.272594536,32,5,11032.136297268,5304.382720335353,0.0
547111,0,0.0,1.0,7406.719716874737,70,28,1160.723502500654,1,44128.545189072,27,3,15444.9908161752,1188.723502500654,15444.9908161752
514742,0,0.0,0.0,11111.736856193893,70,5601,2698.527882954858,0,22064.272594536,27,6,11032.136297268,8299.527882954859,0.0
763799,0,0.0,1.0,1959.5689146229051,80,1500,1371.2031925583628,0,25000.0,49,7,8750.0,2871.203192558363,8750.0
180651,0,1.0,0.0,5469.026909891397,70,2510,2832.9057958255776,0,44128.545189072,59,1,22064.272594536,5342.905795825578,0.0
780890,0,0.0,0.0,4568.228846990616,26,1023,11041.451147188473,0,108061.04235410632,56,4,54030.52117705316,12064.451147188473,0.0
152785,0,1.0,1.0,11475.981901334915,60,3361,10613.17219032793,0,72040.69490273755,49,0,25214.24321595814,13974.17219032793,25214.24321595814
539181,1,0.0,1.0,2382.6207059102,60,1500,2468.4666101472103,0,21612.208470821264,35,8,7564.272964787442,3968.4666101472103,7564.272964787442
595897,0,0.0,1.0,10738.517201615849,86,5716,6707.926017995511,1,25000.0,27,0,8750.0,12423.92601799551,8750.0
747697,0,0.0,0.0,10027.41183760878,8,9557,4719.7081586014665,1,108061.04235410632,35,1,54030.52117705316,14276.708158601466,0.0
234776,0,0.0,0.0,14766.26763806805,6,5756,6442.697852484219,1,72040.69490273755,21,0,36020.347451368776,12198.69785248422,0.0
931048,0,1.0,0.0,17438.250548571996,17,1792,1655.1068621037043,0,108061.04235410632,51,8,54030.52117705316,3447.1068621037043,0.0
397769,0,0.0,0.0,1077.412463912881,60,1500,2468.4666101472103,0,25000.0,34,8,12500.0,3968.4666101472103,0.0
245406,1,0.0,0.0,8785.529062878179,34,2006,2456.124277096474,1,72040.69490273755,56,9,36020.347451368776,4462.1242770964745,0.0
620524,0,1.0,0.0,907.6650308229332,45,6269,9649.235979065445,0,25000.0,23,7,12500.0,15918.235979065445,0.0
118092,0,0.0,0.0,14950.966917595972,60,1681,7431.318729848177,1,72040.69490273755,44,1,36020.347451368776,9112.318729848177,0.0
363037,1,0.0,0.0,3057.212836376469,25,5415,8496.462072126698,0,72040.69490273755,18,3,21612.208470821264,13911.462072126698,0.0
903508,0,1.0,0.0,12870.021701581378,22,3653,8173.092946197414,1,72040.69490273755,33,9,36020.347451368776,11826.092946197414,0.0
714971,0,0.0,1.0,16861.285180141913,5,6537,3109.033695480412,1,21612.208470821264,57,2,7564.272964787442,9646.033695480412,7564.272964787442
913995,0,1.0,0.0,6314.076798718836,60,9499,11330.261740575696,0,21612.208470821264,41,4,10806.104235410632,20829.261740575697,0.0
968240,1,0.0,1.0,17057.41822459299,16,485,7353.562031628539,1,25000.0,19,1,8750.0,7838.562031628539,8750.0
429941,0,0.0,0.0,2705.404684894712,56,274,8037.327282639317,0,108061.04235410632,35,3,54030.52117705316,8311.327282639317,0.0
191041,0,1.0,1.0,3591.0817062500355,55,7665,45.66663228772339,1,72040.69490273755,30,0,25214.24321595814,7710.666632287724,25214.24321595814
889961,0,0.0,0.0,3665.9053105090215,78,2217,4287.066781533721,1,25000.0,20,6,12500.0,6504.066781533721,0.0
508720,1,1.0,0.0,9885.349003672787,98,925,5450.532690419492,1,13238.5635567216,18,8,3971.5690670164795,6375.532690419492,0.0
772563,1,0.0,1.0,9811.929344826203,60,6018,72.81976499934271,0,72040.69490273755,32,5,25214.24321595814,6090.819764999343,25214.24321595814
623835,1,0.0,0.0,6194.462027215038,11,9383,11433.937338201878,0,21612.208470821264,56,3,10806.104235410632,20816.93733820188,0.0
571134,1,0.0,0.0,988.402317896736,89,6090,4248.673092142087,1,44128.545189072,54,9,22064.272594536,10338.673092142086,0.0
546979,0,0.0,0.0,8108.298371275796,60,7136,4817.212589702281,0,21612.208470821264,31,3,10806.104235410632,11953.212589702282,0.0
776529,1,0.0,0.0,7105.645139552788,45,3808,2063.638086083068,1,72040.69490273755,61,9,36020.347451368776,5871.638086083069,0.0
811294,0,0.0,0.0,1282.7354025018003,70,299,6429.571769906163,0,22064.272594536,56,7,11032.136297268,6728.571769906163,0.0
542540,0,1.0,0.0,7895.454439629333,18,7634,3211.4750598015207,1,25000.0,56,4,12500.0,10845.47505980152,0.0
836488,0,1.0,0.0,6468.872385370808,60,6719,6369.878087484876,0,25000.0,59,8,12500.0,13088.878087484876,0.0
223340,0,1.0,1.0,2299.945790311987,9,853,11266.081608711867,0,25000.0,43,7,8750.0,12119.081608711867,8750.0
327720,1,1.0,0.0,13682.698531504237,60,311,676.3598511803357,0,72040.69490273755,63,6,36020.347451368776,987.3598511803357,0.0
160952,1,0.0,0.0,6145.860422012503,70,1377,2210.379546404081,1,44128.545189072,21,2,22064.272594536,3587.379546404081,0.0
285004,0,1.0,0.0,5282.085626426018,70,6174,600.5869983405629,0,25000.0,20,6,12500.0,6774.586998340563,0.0
187192,1,0.0,1.0,11335.258640742211,60,9430,10502.091192871309,1,108061.04235410632,26,3,37821.36482393721,19932.09119287131,37821.36482393721
321184,1,0.0,1.0,14325.627928337148,60,5028,11881.964027943595,1,25000.0,37,6,8750.0,16909.964027943595,8750.0
361202,1,0.0,0.0,10600.859124524046,37,4814,6276.076356299282,0,72040.69490273755,32,9,36020.347451368776,11090.076356299283,0.0
638680,1,0.0,1.0,6380.040827121665,5,520,8389.083774585295,0,21612.208470821264,64,4,7564.272964787442,8909.083774585295,7564.272964787442
667925,1,1.0,0.0,10751.257109282496,35,334,1410.7286676991307,0,36020.347451368776,36,9,18010.173725684388,1744.7286676991307,0.0
271954,1,0.0,1.0,6953.287667618287,70,7524,2542.2107190032048,0,44128.545189072,27,6,15444.9908161752,10066.210719003204,15444.9908161752
178424,1,1.0,1.0,11976.174564133087,70,8061,1541.2323884355997,0,66192.817783608,18,7,23167.486224262797,9602.2323884356,23167.486224262797
548344,0,1.0,0.0,17549.07011628875,60,4889,9477.677549660217,1,25000.0,23,8,12500.0,14366.677549660217,0.0
146963,1,1.0,0.0,11258.740367794931,22,3676,4637.014527161535,1,21612.208470821264,18,3,6483.662541246379,8313.014527161535,0.0
472354,0,1.0,1.0,11052.0530787994,21,3480,1199.6747725315442,0,25000.0,36,6,8750.0,4679.6747725315445,8750.0
360127,1,0.0,0.0,12757.443093107217,60,1297,5120.833982750388,1,25000.0,29,8,12500.0,6417.833982750388,0.0
728798,0,1.0,0.0,4847.215123045563,70,385,5733.000548086515,0,44128.545189072,34,4,22064.272594536,6118.000548086515,0.0
825830,1,0.0,0.0,17540.274912501704,60,3891,11152.532144645096,1,25000.0,49,4,12500.0,15043.532144645096,0.0
259007,1,1.0,1.0,11186.61969674117,58,9172,4798.699090126177,1,108061.04235410632,41,8,37821.36482393721,13970.699090126178,37821.36482393721
156334,0,1.0,0.0,1543.5582646262092,60,8991,4047.051007336351,1,108061.04235410632,45,3,54030.52117705316,13038.051007336351,0.0
405013,0,0.0,1.0,8108.743898398979,90,9138,6748.376512175983,0,66192.817783608,49,0,23167.486224262797,15886.376512175982,23167.486224262797
820486,1,1.0,0.0,13266.68539237706,16,5889,9641.830579235004,0,21612.208470821264,36,9,10806.104235410632,15530.830579235004,0.0
822745,1,0.0,0.0,1899.764018001488,60,3143,7244.949500782062,0,21612.208470821264,62,0,10806.104235410632,10387.949500782062,0.0
541178,0,0.0,0.0,7883.141154327472,42,3183,10599.595623972122,1,108061.04235410632,47,6,54030.52117705316,13782.595623972122,0.0
286529,0,1.0,0.0,7385.332619980785,60,6229,8153.3452133162355,0,108061.04235410632,56,2,54030.52117705316,14382.345213316235,0.0
734799,1,1.0,1.0,11227.957154540278,60,5685,2226.556882352784,1,25000.0,62,3,8750.0,7911.556882352785,8750.0
325342,0,1.0,0.0,7613.548370921539,93,8416,2411.2608141138808,0,25000.0,45,8,12500.0,10827.26081411388,0.0
489813,1,0.0,1.0,7482.079861638269,60,4799,4193.92477064011,0,36020.347451368776,48,1,12607.12160797907,8992.924770640111,12607.12160797907
761600,0,0.0,1.0,11336.138161120918,60,9224,4243.294102843055,1,108061.04235410632,37,7,37821.36482393721,13467.294102843054,37821.36482393721
617909,1,1.0,0.0,12731.057481746084,60,1370,356.6934251662719,1,25000.0,61,2,12500.0,1726.693425166272,0.0
685589,1,0.0,0.0,13858.602607245117,60,9678,5384.959910036139,0,108061.04235410632,18,0,32418.312706231896,15062.95991003614,0.0
135835,1,1.0,1.0,15705.59540252434,60,1060,2710.376337941637,0,36020.347451368776,50,2,12607.12160797907,3770.376337941637,12607.12160797907
725803,1,0.0,0.0,17469.03376182665,60,9754,2209.2776160817534,1,21612.208470821264,25,6,10806.104235410632,11963.277616081754,0.0
429700,0,0.0,0.0,10823.377780336255,11,1357,10846.442284986842,0,72040.69490273755,43,0,36020.347451368776,12203.442284986842,0.0
824535,1,0.0,1.0,2831.9615707946728,70,4031,1666.0118789584108,0,25000.0,38,9,8750.0,5697.01187895841,8750.0
822783,1,1.0,0.0,11797.00683956202,25,9806,12005.387358450958,0,21612.208470821264,50,3,10806.104235410632,21811.387358450957,0.0
144066,0,1.0,1.0,5192.592458809614,70,7733,5549.944921879974,1,22064.272594536,50,5,7722.4954080876,13282.944921879975,7722.4954080876
887884,1,1.0,1.0,4062.50462923559,23,8636,1924.1697226097504,0,36020.347451368776,18,6,12607.12160797907,10560.16972260975,12607.12160797907
158732,0,1.0,0.0,9801.375100281752,60,5635,2074.74618582873,0,72040.69490273755,62,6,36020.347451368776,7709.74618582873,0.0
946032,0,0.0,0.0,4347.469231935813,60,7120,8596.43496983766,1,21612.208470821264,48,3,10806.104235410632,15716.43496983766,0.0
953007,0,0.0,0.0,12977.172216731393,82,5184,1395.8848500244133,1,22064.272594536,50,6,11032.136297268,6579.884850024413,0.0
805701,1,0.0,1.0,7976.370314470138,60,3696,8240.975777976462,1,72040.69490273755,58,4,25214.24321595814,11936.975777976462,25214.24321595814
828466,0,1.0,1.0,3304.3580627924034,58,3344,6648.814814431511,0,25000.0,33,4,8750.0,9992.814814431511,8750.0
683132,0,0.0,1.0,11573.123853682911,70,5481,4339.172502850939,1,22064.272594536,52,1,7722.4954080876,9820.172502850939,7722.4954080876
681941,0,1.0,0.0,16257.9342003507,58,4112,2231.4938155730783,0,36020.347451368776,39,7,18010.173725684388,6343.493815573078,0.0
835193,1,0.0,0.0,5783.910277430599,70,6859,5404.597383468787,0,66192.817783608,22,6,33096.408891804,12263.597383468787,0.0
255096,0,0.0,1.0,15597.4143959437,51,8479,10150.334700925328,1,36020.347451368776,52,7,12607.12160797907,18629.334700925327,12607.12160797907
203207,1,0.0,0.0,3128.283392457879,80,6052,3226.441112089828,1,25000.0,36,5,12500.0,9278.441112089828,0.0
882607,1,0.0,1.0,16838.4176502956,14,5902,7151.147769596469,0,21612.208470821264,23,6,7564.272964787442,13053.147769596468,7564.272964787442
862512,0,1.0,0.0,5861.123803686073,47,4078,1337.908902699788,0,108061.04235410632,33,3,54030.52117705316,5415.908902699788,0.0
892495,0,1.0,0.0,12462.752231025244,96,3841,2261.7996661250195,1,25000.0,36,5,12500.0,6102.79966612502,0.0
439109,0,1.0,0.0,3514.5634333027533,60,609,2468.4666101472103,0,28816.277961095017,24,8,14408.138980547508,3077.4666101472103,0.0
345687,0,1.0,1.0,16163.825519829328,57,6374,3155.9345610732084,1,108061.04235410632,38,3,37821.36482393721,9529.934561073209,37821.36482393721
500226,0,1.0,0.0,6571.4501524549605,87,6177,1820.9578397175055,0,44128.545189072,63,4,22064.272594536,7997.9578397175055,0.0
889172,1,1.0,0.0,3122.2973444005943,43,2629,3866.852944795605,0,21612.208470821264,38,7,10806.104235410632,6495.852944795604,0.0
104869,1,0.0,0.0,11136.927525597028,70,3870,3052.9839082311946,1,66192.817783608,57,7,33096.408891804,6922.983908231195,0.0
587505,1,1.0,1.0,1570.8233963660457,60,2123,6197.085424774572,0,72040.69490273755,24,8,25214.24321595814,8320.085424774572,25214.24321595814
581828,0,0.0,0.0,10936.727995077366,70,5439,475.8075078177519,1,13238.5635567216,41,3,6619.2817783608,5914.807507817752,0.0
338449,0,1.0,1.0,4727.42203553611,60,7965,9566.542347625516,0,72040.69490273755,48,8,25214.24321595814,17531.542347625516,25214.24321595814
682249,1,1.0,0.0,802.7868591367857,70,5965,3148.282530114001,0,66192.817783608,39,3,33096.408891804,9113.282530114,0.0
788132,1,1.0,0.0,11877.922714402825,60,5739,9440.650550508006,0,25000.0,58,5,12500.0,15179.650550508006,0.0
885416,0,0.0,1.0,14703.821691180035,60,5824,6036.6350951150025,0,72040.69490273755,24,8,25214.24321595814,11860.635095115002,25214.24321595814
767709,1,1.0,0.0,13093.419877772294,47,8766,8701.344800768917,0,21612.208470821264,53,8,10806.104235410632,17467.344800768915,0.0
559400,0,0.0,1.0,7859.488853778474,70,8785,1672.8678949212026,0,66192.817783608,49,6,23167.486224262797,10457.867894921203,23167.486224262797
642709,0,0.0,0.0,15471.642981788971,60,6400,2554.862941502363,0,108061.04235410632,61,4,54030.52117705316,8954.862941502362,0.0
448188,1,0.0,1.0,9406.47045024348,3,5150,5951.472997064924,0,36020.347451368776,64,3,12607.12160797907,11101.472997064924,12607.12160797907
661795,1,0.0,0.0,11151.438881592994,17,2549,5123.302449360535,0,72040.69490273755,26,5,36020.347451368776,7672.302449360535,0.0
963822,1,1.0,0.0,2266.52401592122,2,5710,10316.956197110265,1,36020.347451368776,34,4,18010.173725684388,16026.956197110265,0.0
280006,1,1.0,0.0,7575.309021780934,60,4005,534.423021096871,0,25000.0,50,0,12500.0,4539.423021096871,0.0
740208,0,1.0,0.0,12581.41354216107,95,3386,4862.286520811955,0,22064.272594536,25,9,11032.136297268,8248.286520811955,0.0
257288,0,0.0,0.0,7478.561780123451,50,7963,11500.585936675852,1,36020.347451368776,33,2,18010.173725684388,19463.585936675852,0.0
129909,1,1.0,0.0,2340.743517433518,70,3951,632.1246717694053,0,13238.5635567216,50,1,6619.2817783608,4583.124671769405,0.0
969210,0,1.0,0.0,11440.80108618674,47,4913,4475.329964196892,1,108061.04235410632,29,3,54030.52117705316,9388.329964196892,0.0
967924,1,1.0,0.0,14905.231857903344,10,3710,5538.004839865266,1,36020.347451368776,21,1,18010.173725684388,9248.004839865265,0.0
122433,1,1.0,0.0,10295.66555311362,60,4881,5592.311105288505,1,25000.0,64,5,12500.0,10473.311105288505,0.0
201716,0,1.0,0.0,2562.9223835446005,60,1607,11543.78410235343,1,108061.04235410632,63,6,54030.52117705316,13150.78410235343,0.0
521253,1,1.0,0.0,17250.91270790796,60,6587,3955.717742760905,1,25000.0,61,3,12500.0,10542.717742760906,0.0
569154,0,1.0,0.0,14468.11022968726,60,7726,11142.658278204508,1,108061.04235410632,55,7,54030.52117705316,18868.658278204508,0.0
252044,0,1.0,0.0,17012.562685279066,54,1358,2052.5299863374053,1,25000.0,47,9,12500.0,3410.5299863374053,0.0
151919,0,1.0,1.0,9177.35861097412,96,9370,928.9901629582909,1,25000.0,49,9,8750.0,10298.990162958291,8750.0
330394,1,1.0,1.0,15327.401639681451,12,8291,8207.651478739475,1,36020.347451368776,63,8,12607.12160797907,16498.651478739477,12607.12160797907
979144,0,0.0,1.0,12248.631541098588,70,709,4990.494019316161,0,44128.545189072,39,2,15444.9908161752,5699.494019316161,15444.9908161752
374355,1,0.0,0.0,4907.723713170512,45,409,9511.001848897202,0,36020.347451368776,39,4,18010.173725684388,9920.001848897202,0.0
571941,1,1.0,1.0,12342.102182831277,70,750,6627.710631230846,1,66192.817783608,56,7,23167.486224262797,7377.710631230846,23167.486224262797
434519,1,0.0,0.0,8420.528105715855,60,7170,10783.496386428087,0,36020.347451368776,40,3,18010.173725684388,17953.496386428087,0.0
407113,1,1.0,0.0,10661.61936870101,100,929,3936.7243658350594,1,25000.0,25,8,12500.0,4865.72436583506,0.0
137771,0,0.0,0.0,16509.477028660156,36,2455,5525.66250681453,0,108061.04235410632,31,4,54030.52117705316,7980.66250681453,0.0
368640,0,0.0,0.0,3008.8392155477272,35,7159,3236.1597259029927,0,21612.208470821264,43,9,10806.104235410632,10395.159725902993,0.0
161990,0,1.0,1.0,5292.953639043035,49,2447,7838.615720522466,0,36020.347451368776,34,9,12607.12160797907,10285.615720522466,12607.12160797907
982065,1,0.0,0.0,4906.214322437119,70,4335,6613.998599305262,0,13238.5635567216,23,3,6619.2817783608,10948.998599305261,0.0
819166,0,1.0,0.0,7021.211183197167,21,2756,6190.914258249203,1,72040.69490273755,18,3,21612.208470821264,8946.914258249202,0.0
581056,0,1.0,0.0,13116.383810801355,70,1170,4525.656137038876,0,44128.545189072,43,7,22064.272594536,5695.656137038876,0.0
863049,1,1.0,1.0,1211.979081854653,20,7209,4702.428892330436,0,108061.04235410632,54,0,37821.36482393721,11911.428892330436,37821.36482393721
165676,0,0.0,1.0,15639.63137412151,44,1135,1435.413333800603,0,21612.208470821264,32,2,7564.272964787442,2570.413333800603,7564.272964787442
431032,1,0.0,1.0,8059.924750447055,52,9977,6056.382827996181,1,108061.04235410632,39,0,37821.36482393721,16033.382827996182,37821.36482393721
154154,0,1.0,1.0,4491.7105740433335,51,7730,2177.18755014984,0,25000.0,61,3,8750.0,9907.18755014984,8750.0
194137,1,1.0,0.0,8161.06959399806,30,4212,9576.416214066105,0,21612.208470821264,51,0,10806.104235410632,13788.416214066105,0.0
564858,1,1.0,0.0,12534.0449169163,60,713,10346.577796432031,0,72040.69490273755,57,5,36020.347451368776,11059.577796432031,0.0
149422,1,0.0,0.0,1091.4847899721512,60,1839,4169.240104538639,0,108061.04235410632,21,2,54030.52117705316,6008.240104538639,0.0
903802,1,1.0,0.0,12608.804149106174,5,9281,7265.9314669683135,0,72040.69490273755,54,0,36020.347451368776,16546.931466968315,0.0
