loan_id,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number
125712,1,0.0,1.0,12318.900250486284,70,2338,299.60789757400227,1,13238.5635567216,47,5
134531,1,0.0,0.0,4935.868365289052,47,7934,144.4052966936118,0,21612.208470821264,44,6
518214,1,1.0,1.0,7622.803122230972,60,4399,128.36026372765494,1,36020.347451368776,33,2
323629,1,0.0,0.0,10028.291357987486,8,381,501.0987218598837,1,36020.347451368776,55,5
351055,1,1.0,0.0,4945.5430894548,49,9349,6983.292040106458,1,72040.69490273755,57,8
865697,1,0.0,0.0,1936.366982277912,72,3645,6641.42266315643,0,25000.0,48,3
117075,1,1.0,0.0,9402.085898544205,70,2418,2886.382720335353,1,22064.272594536,32,5
547111,0,0.0,1.0,7406.719716874737,70,28,1160.723502500654,1,44128.545189072,27,3
514742,0,0.0,0.0,11111.736856193893,70,5601,2698.527882954858,0,22064.272594536,27,6
763799,0,0.0,1.0,1959.5689146229051,80,1500,1371.2031925583628,0,25000.0,49,7
180651,0,1.0,0.0,5469.026909891397,70,2510,2832.9057958255776,0,44128.545189072,59,1
780890,0,0.0,0.0,4568.228846990616,26,1023,11041.451147188473,0,108061.04235410632,56,4
152785,0,1.0,1.0,11475.981901334915,60,3361,10613.17219032793,0,72040.69490273755,49,0
539181,1,0.0,1.0,2382.6207059102,60,1500,2468.4666101472103,0,21612.208470821264,35,8
595897,0,0.0,1.0,10738.517201615849,86,5716,6707.926017995511,1,25000.0,27,0
747697,0,0.0,0.0,10027.41183760878,8,9557,4719.7081586014665,1,108061.04235410632,35,1
234776,0,0.0,0.0,14766.26763806805,6,5756,6442.697852484219,1,72040.69490273755,21,0
931048,0,1.0,0.0,17438.250548571996,17,1792,1655.1068621037043,0,108061.04235410632,51,8
397769,0,0.0,0.0,1077.412463912881,60,1500,2468.4666101472103,0,25000.0,34,8
245406,1,0.0,0.0,8785.529062878179,34,2006,2456.124277096474,1,72040.69490273755,56,9
620524,0,1.0,0.0,907.6650308229332,45,6269,9649.235979065445,0,25000.0,23,7
118092,0,0.0,0.0,14950.966917595972,60,1681,7431.318729848177,1,72040.69490273755,44,1
363037,1,0.0,0.0,3057.212836376469,25,5415,8496.462072126698,0,72040.69490273755,18,3
903508,0,1.0,0.0,12870.021701581378,22,3653,8173.092946197414,1,72040.69490273755,33,9
714971,0,0.0,1.0,16861.285180141913,5,6537,3109.033695480412,1,21612.208470821264,57,2
913995,0,1.0,0.0,6314.076798718836,60,9499,11330.261740575696,0,21612.208470821264,41,4
968240,1,0.0,1.0,17057.41822459299,16,485,7353.562031628539,1,25000.0,19,1
429941,0,0.0,0.0,2705.404684894712,56,274,8037.327282639317,0,108061.04235410632,35,3
191041,0,1.0,1.0,3591.0817062500355,55,7665,45.66663228772339,1,72040.69490273755,30,0
889961,0,0.0,0.0,3665.9053105090215,78,2217,4287.066781533721,1,25000.0,20,6
508720,1,1.0,0.0,9885.349003672787,98,925,5450.532690419492,1,13238.5635567216,18,8
772563,1,0.0,1.0,9811.929344826203,60,6018,72.81976499934271,0,72040.69490273755,32,5
623835,1,0.0,0.0,6194.462027215038,11,9383,11433.937338201878,0,21612.208470821264,56,3
571134,1,0.0,0.0,988.402317896736,89,6090,4248.673092142087,1,44128.545189072,54,9
546979,0,0.0,0.0,8108.298371275796,60,7136,4817.212589702281,0,21612.208470821264,31,3
776529,1,0.0,0.0,7105.645139552788,45,3808,2063.638086083068,1,72040.69490273755,61,9
811294,0,0.0,0.0,1282.7354025018003,70,299,6429.571769906163,0,22064.272594536,56,7
542540,0,1.0,0.0,7895.454439629333,18,7634,3211.4750598015207,1,25000.0,56,4
836488,0,1.0,0.0,6468.872385370808,60,6719,6369.878087484876,0,25000.0,59,8
223340,0,1.0,1.0,2299.945790311987,9,853,11266.081608711867,0,25000.0,43,7
327720,1,1.0,0.0,13682.698531504237,60,311,676.3598511803357,0,72040.69490273755,63,6
160952,1,0.0,0.0,6145.860422012503,70,1377,2210.379546404081,1,44128.545189072,21,2
285004,0,1.0,0.0,5282.085626426018,70,6174,600.5869983405629,0,25000.0,20,6
187192,1,0.0,1.0,11335.258640742211,60,9430,10502.091192871309,1,108061.04235410632,26,3
321184,1,0.0,1.0,14325.627928337148,60,5028,11881.964027943595,1,25000.0,37,6
361202,1,0.0,0.0,10600.859124524046,37,4814,6276.076356299282,0,72040.69490273755,32,9
638680,1,0.0,1.0,6380.040827121665,5,520,8389.083774585295,0,21612.208470821264,64,4
667925,1,1.0,0.0,10751.257109282496,35,334,1410.7286676991307,0,36020.347451368776,36,9
271954,1,0.0,1.0,6953.287667618287,70,7524,2542.2107190032048,0,44128.545189072,27,6
178424,1,1.0,1.0,11976.174564133087,70,8061,1541.2323884355997,0,66192.817783608,18,7
548344,0,1.0,0.0,17549.07011628875,60,4889,9477.677549660217,1,25000.0,23,8
146963,1,1.0,0.0,11258.740367794931,22,3676,4637.014527161535,1,21612.208470821264,18,3
472354,0,1.0,1.0,11052.0530787994,21,3480,1199.6747725315442,0,25000.0,36,6
360127,1,0.0,0.0,12757.443093107217,60,1297,5120.833982750388,1,25000.0,29,8
728798,0,1.0,0.0,4847.215123045563,70,385,5733.000548086515,0,44128.545189072,34,4
825830,1,0.0,0.0,17540.274912501704,60,3891,11152.532144645096,1,25000.0,49,4
259007,1,1.0,1.0,11186.61969674117,58,9172,4798.699090126177,1,108061.04235410632,41,8
156334,0,1.0,0.0,1543.5582646262092,60,8991,4047.051007336351,1,108061.04235410632,45,3
405013,0,0.0,1.0,8108.743898398979,90,9138,6748.376512175983,0,66192.817783608,49,0
820486,1,1.0,0.0,13266.68539237706,16,5889,9641.830579235004,0,21612.208470821264,36,9
822745,1,0.0,0.0,1899.764018001488,60,3143,7244.949500782062,0,21612.208470821264,62,0
541178,0,0.0,0.0,7883.141154327472,42,3183,10599.595623972122,1,108061.04235410632,47,6
286529,0,1.0,0.0,7385.332619980785,60,6229,8153.3452133162355,0,108061.04235410632,56,2
734799,1,1.0,1.0,11227.957154540278,60,5685,2226.556882352784,1,25000.0,62,3
325342,0,1.0,0.0,7613.548370921539,93,8416,2411.2608141138808,0,25000.0,45,8
489813,1,0.0,1.0,7482.079861638269,60,4799,4193.92477064011,0,36020.347451368776,48,1
761600,0,0.0,1.0,11336.138161120918,60,9224,4243.294102843055,1,108061.04235410632,37,7
617909,1,1.0,0.0,12731.057481746084,60,1370,356.6934251662719,1,25000.0,61,2
685589,1,0.0,0.0,13858.602607245117,60,9678,5384.959910036139,0,108061.04235410632,18,0
135835,1,1.0,1.0,15705.59540252434,60,1060,2710.376337941637,0,36020.347451368776,50,2
725803,1,0.0,0.0,17469.03376182665,60,9754,2209.2776160817534,1,21612.208470821264,25,6
429700,0,0.0,0.0,10823.377780336255,11,1357,10846.442284986842,0,72040.69490273755,43,0
824535,1,0.0,1.0,2831.9615707946728,70,4031,1666.0118789584108,0,25000.0,38,9
822783,1,1.0,0.0,11797.00683956202,25,9806,12005.387358450958,0,21612.208470821264,50,3
144066,0,1.0,1.0,5192.592458809614,70,7733,5549.944921879974,1,22064.272594536,50,5
887884,1,1.0,1.0,4062.50462923559,23,8636,1924.1697226097504,0,36020.347451368776,18,6
158732,0,1.0,0.0,9801.375100281752,60,5635,2074.74618582873,0,72040.69490273755,62,6
946032,0,0.0,0.0,4347.469231935813,60,7120,8596.43496983766,1,21612.208470821264,48,3
953007,0,0.0,0.0,12977.172216731393,82,5184,1395.8848500244133,1,22064.272594536,50,6
805701,1,0.0,1.0,7976.370314470138,60,3696,8240.975777976462,1,72040.69490273755,58,4
828466,0,1.0,1.0,3304.3580627924034,58,3344,6648.814814431511,0,25000.0,33,4
683132,0,0.0,1.0,11573.123853682911,70,5481,4339.172502850939,1,22064.272594536,52,1
681941,0,1.0,0.0,16257.9342003507,58,4112,2231.4938155730783,0,36020.347451368776,39,7
835193,1,0.0,0.0,5783.910277430599,70,6859,5404.597383468787,0,66192.817783608,22,6
255096,0,0.0,1.0,15597.4143959437,51,8479,10150.334700925328,1,36020.347451368776,52,7
203207,1,0.0,0.0,3128.283392457879,80,6052,3226.441112089828,1,25000.0,36,5
882607,1,0.0,1.0,16838.4176502956,14,5902,7151.147769596469,0,21612.208470821264,23,6
862512,0,1.0,0.0,5861.123803686073,47,4078,1337.908902699788,0,108061.04235410632,33,3
892495,0,1.0,0.0,12462.752231025244,96,3841,2261.7996661250195,1,25000.0,36,5
439109,0,1.0,0.0,3514.5634333027533,60,609,2468.4666101472103,0,28816.277961095017,24,8
345687,0,1.0,1.0,16163.825519829328,57,6374,3155.9345610732084,1,108061.04235410632,38,3
500226,0,1.0,0.0,6571.4501524549605,87,6177,1820.9578397175055,0,44128.545189072,63,4
889172,1,1.0,0.0,3122.2973444005943,43,2629,3866.852944795605,0,21612.208470821264,38,7
104869,1,0.0,0.0,11136.927525597028,70,3870,3052.9839082311946,1,66192.817783608,57,7
587505,1,1.0,1.0,1570.8233963660457,60,2123,6197.085424774572,0,72040.69490273755,24,8
581828,0,0.0,0.0,10936.727995077366,70,5439,475.8075078177519,1,13238.5635567216,41,3
338449,0,1.0,1.0,4727.42203553611,60,7965,9566.542347625516,0,72040.69490273755,48,8
682249,1,1.0,0.0,802.7868591367857,70,5965,3148.282530114001,0,66192.817783608,39,3
788132,1,1.0,0.0,11877.922714402825,60,5739,9440.650550508006,0,25000.0,58,5
885416,0,0.0,1.0,14703.821691180035,60,5824,6036.6350951150025,0,72040.69490273755,24,8
767709,1,1.0,0.0,13093.419877772294,47,8766,8701.344800768917,0,21612.208470821264,53,8
559400,0,0.0,1.0,7859.488853778474,70,8785,1672.8678949212026,0,66192.817783608,49,6
642709,0,0.0,0.0,15471.642981788971,60,6400,2554.862941502363,0,108061.04235410632,61,4
448188,1,0.0,1.0,9406.47045024348,3,5150,5951.472997064924,0,36020.347451368776,64,3
661795,1,0.0,0.0,11151.438881592994,17,2549,5123.302449360535,0,72040.69490273755,26,5
963822,1,1.0,0.0,2266.52401592122,2,5710,10316.956197110265,1,36020.347451368776,34,4
280006,1,1.0,0.0,7575.309021780934,60,4005,534.423021096871,0,25000.0,50,0
740208,0,1.0,0.0,12581.41354216107,95,3386,4862.286520811955,0,22064.272594536,25,9
257288,0,0.0,0.0,7478.561780123451,50,7963,11500.585936675852,1,36020.347451368776,33,2
129909,1,1.0,0.0,2340.743517433518,70,3951,632.1246717694053,0,13238.5635567216,50,1
969210,0,1.0,0.0,11440.80108618674,47,4913,4475.329964196892,1,108061.04235410632,29,3
967924,1,1.0,0.0,14905.231857903344,10,3710,5538.004839865266,1,36020.347451368776,21,1
122433,1,1.0,0.0,10295.66555311362,60,4881,5592.311105288505,1,25000.0,64,5
201716,0,1.0,0.0,2562.9223835446005,60,1607,11543.78410235343,1,108061.04235410632,63,6
521253,1,1.0,0.0,17250.91270790796,60,6587,3955.717742760905,1,25000.0,61,3
569154,0,1.0,0.0,14468.11022968726,60,7726,11142.658278204508,1,108061.04235410632,55,7
252044,0,1.0,0.0,17012.562685279066,54,1358,2052.5299863374053,1,25000.0,47,9
151919,0,1.0,1.0,9177.35861097412,96,9370,928.9901629582909,1,25000.0,49,9
330394,1,1.0,1.0,15327.401639681451,12,8291,8207.651478739475,1,36020.347451368776,63,8
979144,0,0.0,1.0,12248.631541098588,70,709,4990.494019316161,0,44128.545189072,39,2
374355,1,0.0,0.0,4907.723713170512,45,409,9511.001848897202,0,36020.347451368776,39,4
571941,1,1.0,1.0,12342.102182831277,70,750,6627.710631230846,1,66192.817783608,56,7
434519,1,0.0,0.0,8420.528105715855,60,7170,10783.496386428087,0,36020.347451368776,40,3
407113,1,1.0,0.0,10661.61936870101,100,929,3936.7243658350594,1,25000.0,25,8
137771,0,0.0,0.0,16509.477028660156,36,2455,5525.66250681453,0,108061.04235410632,31,4
368640,0,0.0,0.0,3008.8392155477272,35,7159,3236.1597259029927,0,21612.208470821264,43,9
161990,0,1.0,1.0,5292.953639043035,49,2447,7838.615720522466,0,36020.347451368776,34,9
982065,1,0.0,0.0,4906.214322437119,70,4335,6613.998599305262,0,13238.5635567216,23,3
819166,0,1.0,0.0,7021.211183197167,21,2756,6190.914258249203,1,72040.69490273755,18,3
581056,0,1.0,0.0,13116.383810801355,70,1170,4525.656137038876,0,44128.545189072,43,7
863049,1,1.0,1.0,1211.979081854653,20,7209,4702.428892330436,0,108061.04235410632,54,0
165676,0,0.0,1.0,15639.63137412151,44,1135,1435.413333800603,0,21612.208470821264,32,2
431032,1,0.0,1.0,8059.924750447055,52,9977,6056.382827996181,1,108061.04235410632,39,0
154154,0,1.0,1.0,4491.7105740433335,51,7730,2177.18755014984,0,25000.0,61,3
194137,1,1.0,0.0,8161.06959399806,30,4212,9576.416214066105,0,21612.208470821264,51,0
564858,1,1.0,0.0,12534.0449169163,60,713,10346.577796432031,0,72040.69490273755,57,5
149422,1,0.0,0.0,1091.4847899721512,60,1839,4169.240104538639,0,108061.04235410632,21,2
903802,1,1.0,0.0,12608.804149106174,5,9281,7265.9314669683135,0,72040.69490273755,54,0
541031,1,0.0,1.0,11579.752977210052,70,2453,3705.676627888976,1,22064.272594536,46,9
200981,1,1.0,0.0,3701.021753588084,60,6461,9313.524520085424,0,72040.69490273755,25,2
341072,1,1.0,0.0,4739.8233219058775,70,1002,671.2039627573185,1,13238.5635567216,34,3
349810,1,0.0,1.0,12826.04568264616,27,812,8238.507311366315,1,36020.347451368776,22,2
309372,0,0.0,0.0,10017.268561862897,70,1999,5254.450633883646,0,22064.272594536,62,5
182009,0,1.0,0.0,7591.672263281974,70,4242,1415.0816947202304,0,25000.0,61,8
758101,1,1.0,0.0,10242.014810012652,60,8484,3729.853047932435,0,25000.0,59,2
255581,1,0.0,0.0,3225.201228709008,60,6052,6456.274418840028,1,36020.347451368776,43,9
507166,1,0.0,0.0,6606.584507148808,98,5429,3052.9839082311946,1,13238.5635567216,54,6
341284,0,0.0,0.0,11076.602501500043,70,8349,2658.0773887743862,1,66192.817783608,37,9
573183,1,0.0,0.0,7073.102885540726,60,2327,4395.104799367108,1,36020.347451368776,34,2
838478,0,0.0,1.0,11273.692214232906,25,4222,4411.149832333065,1,36020.347451368776,53,0
146993,1,1.0,0.0,16191.970171947867,60,8782,4340.798533943869,1,108061.04235410632,26,3
495066,1,1.0,0.0,8555.974244036332,60,3552,7464.643029085164,1,108061.04235410632,56,3
373188,1,1.0,0.0,10170.773659337598,54,9744,4561.726295552045,0,108061.04235410632,60,6
681821,1,0.0,0.0,7599.056072005953,1,2914,1719.286993967532,1,21612.208470821264,46,8
366596,0,0.0,1.0,7837.612746138908,70,300,962.5846411759708,0,25000.0,38,4
624315,1,1.0,0.0,9515.530977202823,52,2143,4520.996596484616,1,36020.347451368776,46,5
440910,0,0.0,0.0,6753.088137098626,70,3787,449.75464715914296,1,66192.817783608,47,0
921365,0,0.0,1.0,3705.680051671868,70,7912,1776.393735959359,0,25000.0,50,0
547820,0,1.0,1.0,14826.954544198652,49,6605,11836.297395655874,1,72040.69490273755,56,8
595222,1,0.0,0.0,2244.5360064536103,60,1500,2468.4666101472103,0,28816.277961095017,37,5
595125,1,0.0,1.0,5998.030967357256,70,8031,3787.263217846198,0,13238.5635567216,18,7
925350,0,0.0,0.0,2412.524398786149,60,7074,9266.623654492629,0,25000.0,63,7
474873,0,0.0,0.0,5860.244283307368,28,5998,10318.19043041534,0,21612.208470821264,21,8
532247,1,1.0,0.0,1494.3051234187633,29,3107,3624.943217001178,1,25000.0,22,4
842511,1,1.0,0.0,11519.078399891432,60,2833,777.5669821963712,1,72040.69490273755,45,1
741671,0,0.0,0.0,12256.586489331155,70,1141,6539.953626907111,0,66192.817783608,44,1
541996,1,0.0,0.0,15661.61938358912,60,6703,8869.200530258926,1,21612.208470821264,36,3
234993,1,0.0,1.0,2985.0921653227088,60,1500,2468.4666101472103,0,28816.277961095017,58,5
334352,1,1.0,1.0,10376.567057033944,70,1446,2357.783889604105,1,13238.5635567216,56,5
132311,0,1.0,0.0,11800.524921076836,60,6656,11540.081402438209,0,36020.347451368776,64,4
138764,1,1.0,0.0,12848.033692113768,51,7677,4641.951460381829,1,25000.0,26,1
128316,1,0.0,0.0,5605.183373483094,60,4492,6690.778746804013,0,25000.0,54,4
294440,1,0.0,1.0,10015.978072685624,47,3123,4712.302758771025,1,36020.347451368776,63,6
908860,1,0.0,0.0,7632.109916797534,70,6579,796.6690548764087,1,66192.817783608,64,8
371927,0,0.0,0.0,16803.23683514742,60,7269,1255.2152712598563,1,36020.347451368776,53,5
547004,0,0.0,0.0,10896.290341561806,70,7868,1162.0947056932123,1,66192.817783608,55,1
573924,0,1.0,0.0,2572.762840883456,82,9471,3586.381950136398,0,13238.5635567216,25,1
834962,1,1.0,1.0,8986.05970922278,37,6501,9191.335422883138,0,21612.208470821264,34,2
862020,0,0.0,0.0,4098.56496476247,60,9131,10321.89313033056,0,25000.0,38,7
714795,1,1.0,0.0,6414.339924861716,70,8260,1781.1929471333133,0,22064.272594536,64,8
307746,0,0.0,1.0,7960.538947653458,44,7438,2607.934973620528,1,36020.347451368776,18,4
781823,0,0.0,0.0,1255.9551007898729,60,1867,7505.3727281525935,0,36020.347451368776,40,3
172495,0,0.0,1.0,1747.6069924856283,10,9507,7917.606652047177,1,72040.69490273755,49,8
892889,0,0.0,1.0,1206.7019595824268,60,4691,10449.01916075314,0,72040.69490273755,35,8
979308,1,1.0,0.0,4890.967338324695,70,6878,3774.236787516893,0,25000.0,53,3
622144,0,0.0,0.0,2062.9832416463064,70,1003,4536.625762579343,0,44128.545189072,43,4
150206,1,1.0,0.0,12288.658731257774,60,9615,8637.164668905089,1,72040.69490273755,20,3
924679,0,1.0,0.0,6107.389509723303,17,919,9309.821820170204,0,25000.0,62,7
431448,0,0.0,0.0,1707.1490550652263,60,123,4386.465166231593,1,72040.69490273755,20,5
211031,1,0.0,1.0,8462.739094748313,70,7269,2398.2343837845765,0,22064.272594536,47,4
846014,0,1.0,1.0,12303.653266373858,94,1277,2898.0379474721,0,66192.817783608,42,7
842574,0,0.0,0.0,3577.8889005694696,15,8656,3865.618711490532,0,25000.0,55,1
648795,1,0.0,0.0,13921.928074511832,34,966,9271.560587712922,1,72040.69490273755,63,9
401133,1,0.0,0.0,5936.380118554844,94,1519,6842.30393086623,0,13238.5635567216,20,6
951544,0,0.0,0.0,15739.017176915107,60,4948,8935.849128732902,0,36020.347451368776,43,0
767666,0,0.0,1.0,10001.02622624765,60,1498,1816.7914250683468,0,72040.69490273755,55,9
819664,1,1.0,1.0,9539.278027427845,28,9977,5528.130973424678,1,108061.04235410632,51,0
537316,0,0.0,0.0,7620.840406801394,70,4662,6736.721285039236,1,22064.272594536,32,1
631632,0,0.0,1.0,1617.4379764373782,60,1500,2468.4666101472103,1,21612.208470821264,40,6
666647,1,0.0,1.0,806.1014209003563,70,7026,2982.366943814439,1,22064.272594536,18,7
174298,1,0.0,1.0,1236.3315378118127,80,1500,1371.2031925583628,1,17651.4180756288,40,5
672333,0,1.0,0.0,7548.043890041098,60,3239,7248.652200697284,1,25000.0,55,3
490184,1,1.0,0.0,1998.27030041638,60,9020,8860.560897123412,0,108061.04235410632,29,7
940521,1,0.0,0.0,15834.884898193886,26,3294,6015.653128928751,0,25000.0,45,1
788479,0,1.0,1.0,7796.948157214441,60,5151,11622.77503387814,1,21612.208470821264,36,5
753445,0,0.0,1.0,8259.575876412951,60,2395,4343.267000554017,1,72040.69490273755,26,8
892250,0,0.0,0.0,7084.536650463883,60,4015,1304.5846034628007,0,25000.0,54,9
525918,0,0.0,0.0,7398.525425661352,55,5413,2022.908387015639,0,36020.347451368776,27,2
596131,1,1.0,0.0,10094.255386390316,60,6998,6157.589959012216,1,36020.347451368776,29,5
676218,1,1.0,0.0,12014.248373102004,38,1161,971.3416110929272,0,72040.69490273755,24,4
715156,0,0.0,0.0,13474.252201751297,46,4949,3879.195277846341,1,21612.208470821264,41,5
926085,1,1.0,1.0,7978.129355227546,29,1700,4206.267103690847,1,25000.0,18,2
886092,0,0.0,0.0,2166.258692748919,60,6892,1650.1699288834102,0,21612.208470821264,56,9
989832,0,0.0,1.0,9711.665967261692,70,6753,6047.691680778659,0,13238.5635567216,28,6
924631,0,0.0,1.0,8906.02335476068,60,9740,6854.931776378803,1,108061.04235410632,40,4
239590,0,1.0,0.0,12705.551390763658,60,8958,8347.119842212793,1,21612.208470821264,38,7
779096,1,0.0,0.0,3671.99758109084,60,950,7828.741854081878,1,25000.0,45,3
654232,1,1.0,1.0,10900.930728030804,70,5408,3053.669509827474,1,22064.272594536,46,6
578069,1,0.0,0.0,2063.354808440505,41,9381,11881.964027943595,1,25000.0,43,5
887335,0,0.0,1.0,918.7965208617547,80,1500,1371.2031925583628,0,17651.4180756288,49,9
759885,0,0.0,0.0,8508.480047085586,70,2080,6268.455394780555,1,25000.0,22,9
641627,1,1.0,1.0,14221.84452365003,22,4571,3549.654985391689,1,36020.347451368776,35,8
966653,0,1.0,0.0,12021.252604117648,74,4174,6627.025029634568,0,66192.817783608,51,2
244592,1,1.0,1.0,12269.30928292628,47,9844,1188.5666727858818,0,21612.208470821264,59,6
158334,0,1.0,1.0,10957.944398278029,23,9427,5178.842948088847,1,36020.347451368776,51,9
780793,0,0.0,1.0,7193.597177423228,11,9472,5123.302449360535,0,25000.0,54,1
655067,1,0.0,0.0,8211.20225558421,9,7736,7478.219595440973,0,36020.347451368776,47,7
